periode_data;gedung;kabupaten_kota;kecamatan;kelurahan;rw;alamat;status_rw_kumuh;isp;skema_penyediaan;jumlah_wifi;longitude;latitude;besaran_bandwidth;status
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Selatan;-;Jl. Kebayoran Lama;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.225069;106.77856;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Selatan;-;Jl. Kramat Putal, Grogol Selatan;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.23007961493154;106.786428076742;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Selatan;-;Jl. Nasional 12, Grogol Selatan;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.228464;106.79037;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Selatan;-;Komp perkantoran Simprug Galery,jl.Teuku Nyak Arif no.10;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;1;-6.23426;106.7836392;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Kebayoran Lama;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.213442;106.78108;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Kumala;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.21456;106.78569;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Biduri;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.215288;106.780099;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Sirkon - kel. grogol utara - kec. kebayoran lama - kota jakarta selatan-propinsi Jakarta;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.217897;106.784956;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Prof. Dr. Satrio, Depan Sampoerna Strategic, Grogol Utara;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.21642;106.79304;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Palmerah Barat;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.207618;106.790386;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Tentara Pelajar, Dekat Samba Futsal, Grogol Utara;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.214484;106.79502;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Teuku Nyak Arif (Depan Belle);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.22075;106.78178;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Teuku Nyak Arif (Depan Belle);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.22075;106.78178;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Permata Hijau (Dekat Hero Permata Hijau);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.221654;106.787608;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Opal 2;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.217479;106.781703;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Patal senayan;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.218908;106.795439;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Raya Kebayoran Lama;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.221365;106.77858387177;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Grogol Utara;-;Jl. Arteri permata hijau (median busswa/seberang apartemant);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.224429;106.786687;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Kebayoran Lama Selatan;-;Jl. Ciputat Raya (Depan Rumah Sakit Yadika);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.258371;106.777551;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Kebayoran Lama Selatan;-;Jl. Ciputat Raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.250831;106.77824;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Kebayoran Lama Utara;-;Jl. Kramat Depan Simprug Mobil â€“Kebayoran Lama Utara â€“Kebayoran Lama â€“Jakarta Selatan â€“DKI Jakarta;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.235827;106.784633;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Kebayoran Lama Utara;-;Jl.Kh.M.Syafii Hadzami depan jl. jatayu kabayaoran lama utara- RT04-RW05-desa kebayoran lama utara-kec. kebayoran lama-kota jakarta selatan-propinsi DKI Jakarta;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.245782;106.786073600794;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Kebayoran Lama Utara;-;Jl KH. M. Syafi’I Hadzami, Kebayoran Lama;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;11;-6.2460698;106.7865103;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Bali Mester;-;Jl. Matraman Raya No.173-175 Bali Mester, Jatinegara Jak-Tim;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;17;-6.2138787;106.8644029;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Bidara Cina;-;Jl. Jatinegara Barat ( Kali Bukit Duri );Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.21711;106.861689;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Bidara Cina;-;Jalan Otista Raya no 60 Bidara Cina Jakarta Timur;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;3;-6.2427297;106.8550867;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Besar Selatan;-;Jl. Cipinang Raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.223265;106.885193;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Besar Selatan;-;Jl. Panga Warga Satu;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.232138;106.880466;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Besar Selatan;-;Jl.D.I Panjaitan (samping jembtn tol);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.22777;106.875470647376;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Besar Selatan;-;Center Management Office Tower D Lt. 1 Jl. BaSUKI Rahmat No. 1A;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;51;-6.22431736428707;106.878082555222;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Besar Utara;-;Jl. Jendaral Basuki Rahmat;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.224999;106.875288;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Cempedak;-;Jl. D.I Panjaitan;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.23166;106.876938;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Cempedak;-;Jl. D. I Panjaitan, Samping Halte Penas Kalimalang, Cipinang Cempedak;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.239665;106.877717;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Cempedak;-;Jl. D.I Panjaitan depan Gedung Wika;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.242229;106.876834079966;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Cempedak;-;Jl. D.I Panjaitan;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.242229;106.876834079966;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Cempedak;-;Jl. Cawang Baru Tengah;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.242322;106.873919;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Muara;-;Jl. Cipinang Indah 1, Pondok Bambu;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.232477;106.891221;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Muara;-;Jl. Cipinang Indah I (Samping POS);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.235106;106.888645;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Muara;-;Jl. Perintis, Taman, Cipinang Muara;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.228988;106.888823;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Muara;-;Jl. Perintis, Taman, Cipinang Muara;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.228988;106.888823;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Muara;-;Jl. Cipinang Elok (Median taman);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.223587;106.888651;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Muara;-;Jl.Majalah;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.232551;106.887454;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Cipinang Muara;-;Jl. Cipinang Bali;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.239195;106.88961602878;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Kampung Melayu;-;Jl. Inspeksi Kali Ciliwung RT 13 RW 02 Kel. Bidara Cina Kec. Jatinegara;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.228397;106.865025055821;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Kampung Melayu;-;Jl. Inspeksi Kali Ciliwung RT 13 RW 02 Kel. Bidara Cina Kec. Jatinegara;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.228397;106.865025055821;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Kampung Melayu;-;Jl. K.H. Abdullah Syafe`i;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.224591;106.865458;10-30- Mbps;online
202306;MOLECOOL;Jakarta Timur;Jatinegara;Kampung Melayu;-;Jl. Otto Iskandardinata samping halte busway Cawang Otista;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;3;-6.24325492781573;106.868890804082;10-30- Mbps;online
202306;RPTRA;Jakarta Selatan;Setiabudi;Menteng Atas;7;Jl. Batu Raya No.1 RT 007 RW 07;Ringan;HSP;Jakwifi Apbd;1;6.215776351483757;106.84313865808912;10-50 Mbps;online
202306;RPTRA;Jakarta Selatan;Setiabudi;Menteng Atas;8;Jl. Doktor Saharjo No. 121 RT 001 RW 08;Non Kumuh;HSP;Jakwifi Apbd;1;6.219063481605638;106.84517713905262;10-50 Mbps;online
202306;RPTRA;Jakarta Selatan;Tebet;Manggarai;1;Jl. Manggarai Utara VI, RT 007 RW 01;Non Kumuh;HSP;Jakwifi Apbd;1;6.212804018344258;106.8535604384913;10-50 Mbps;online
202306;RPTRA;Jakarta Selatan;Tebet;Menteng Dalam;10;Jl. Flamboyan Raya RT 011 RW 10;Non Kumuh;HSP;Jakwifi Apbd;1;6.228117895709797;106.8401574102174;10-50 Mbps;online
202306;RPTRA;Jakarta Selatan;Tebet;Menteng Dalam;12;Jl. Rasamala 3 RT 003 RW 13;Non Kumuh;HSP;Jakwifi Apbd;1;6.233726606901213;106.83668292371136;10-50 Mbps;online
202306;RPTRA;Jakarta Selatan;Tebet;Tebet Barat;7;Tebet Barat Raya RT 011 RW 07;Non Kumuh;HSP;Jakwifi Apbd;1;6.235480186714407;106.84886901503518;10-50 Mbps;online
202306;RPTRA;Jakarta Selatan;Tebet;Tebet Timur;10;Jl Tebet Timur Raya RT 010 RW 10;Non Kumuh;HSP;Jakwifi Apbd;1;6.234763126480989;106.85329356973573;10-50 Mbps;online
202306;RPTRA;Jakarta Selatan;Tebet;Tebet Timur;2;Jl.Tebet Utara IV RT 005 RW 02;Non Kumuh;HSP;Jakwifi Apbd;1;6.2271710159467455;106.8540496218638;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Cengkareng;Rawa Buaya;4;Jalan Bojong Pulo Gang Muja 09/04 161, Kel. Rawa Buaya, Kec. Cengkareng, Kota Jakarta Barat;Sangat Ringan;Bali Tower;Jakwifi Apbd;1;-6.165446;106.731833;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Cengkareng;Rawa Buaya;4;Jalan Madrasah  11/04 32, Kel. Rawa Buaya, Kec. Cengkareng, Kota Jakarta Barat;Sangat Ringan;Bali Tower;Jakwifi Apbd;1;-6.167685;106.733011;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Cengkareng;Rawa Buaya;4;Jalan Madrasah 2  06/04 9, Kel. Rawa Buaya, Kec. Cengkareng, Kota Jakarta Barat;Sangat Ringan;Bali Tower;Jakwifi Apbd;1;-6.1691;106.731955;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Grogol Petamburan;Grogol;1;Jl. Banjir Kanal Grogol, RT.1/RW.1, Kelurahan Grogol, Kecamatan Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450;Non Kumuh;Remala Abadi;Jakwifi Apbd;1;-6.16585;106.79989;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Grogol Petamburan;Grogol;10;Jl. Semeru Raya, RT.4/RW.10, Kelurahan Grogol, Kecamatan. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11450 Kantor Sekretariat RW 10;Non Kumuh;Remala Abadi;Jakwifi Apbd;1;-6.15457;106.79448;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Grogol Petamburan;Jelambar;7;Jl. Sukajaya II RT 03/RW.7, Kelurahan Jelambar, Kecamatan Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta;Non Kumuh;Remala Abadi;Jakwifi Apbd;1;-6.15583;106.79175;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Grogol Petamburan;Jelambar;8;Jl. Jelambar Baru Raya RT.1/RW.8, Kelurahan Jelambar, Kecamatan Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460 Kantor Sekretariat RW 08;Non Kumuh;Remala Abadi;Jakwifi Apbd;1;-6.15326;106.78668;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Grogol Petamburan;Jelambar Baru;6;Jl. Jelambar Utara Raya, RT.4/RW.6, Kelurahan Jelambar Baru, Kecamatan Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460 Kantor Sekretariat RW 06;Non Kumuh;Remala Abadi;Jakwifi Apbd;1;-6.14824;106.78898;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Grogol Petamburan;Jelambar Baru;9;Jl. Jelambar Sel. XVII-K No.11187, RT.6/RW.9, Kelurahan Jelambar Baru, Kecamatan Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460 Kantor Sekretariat 09;Non Kumuh;Remala Abadi;Jakwifi Apbd;1;-6.15005;106.79108;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Grogol Petamburan;Tanjung Duren Selatan;1;Patokan Sebelah Gg Amal Posisi Di Rumah Pak Rt 07  RT 07 /01 No.61 Rumah Pak RT 07, Kel. Tanjung Duren Selatan, Kec. Grogol Petamburan, Kota Jakarta Barat;Sedang;Bali Tower;Jakwifi Apbd;1;-6.181211;106.788996;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Grogol Petamburan;Tanjung Duren Selatan;1;Gg Masjid Taman Anggrek Tanjung Duren Selatan RT 15 RW 01 Di depan rumah no.32, Kel. Tanjung Duren Selatan, Kec. Grogol Petamburan, Kota Jakarta Barat;Sedang;Bali Tower;Jakwifi Apbd;1;-6.181469;106.78989;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Grogol Petamburan;Tanjung Duren Selatan;1;Gg Masjid  RT 014 /01 Di depan rumah no 44, Kel. Tanjung Duren Selatan, Kec. Grogol Petamburan, Kota Jakarta Barat;Sedang;Bali Tower;Jakwifi Apbd;1;-6.182189;106.790199;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Grogol Petamburan;Tanjung Duren Selatan;5;Jl.Tanjung Duren Timur Ps Kopro ( Gg.Alvin ) RT 13 / 05  No.41B, Kel. Tanjung Duren Selatan, Kec. Grogol Petamburan, Kota Jakarta Barat;Sangat Ringan;Bali Tower;Jakwifi Apbd;1;-6.177716;106.785500;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Kembangan;Meruya Selatan;4;Jl Swakarya (Depan Rumah Rt 02) 02/04 1, Kel. Meruya Selatan, Kec. Kembangan, Kota Jakarta Barat;Sangat Ringan;Bali Tower;Jakwifi Apbd;1;-6.2054;106.736898;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Kembangan;Meruya Selatan;4;Jl. Swakarya 08/04 23D, Kel. Meruya Selatan, Kec. Kembangan, Kota Jakarta Barat;Sangat Ringan;Bali Tower;Jakwifi Apbd;1;-6.205149;106.736704;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Kembangan;Meruya Selatan;4;Jl H. Merin 03/04 4, Kel. Meruya Selatan, Kec. Kembangan, Kota Jakarta Barat;Sangat Ringan;Bali Tower;Jakwifi Apbd;1;-6.206589;106.735166;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Kembangan;Meruya Selatan;4;Jl. H. Kasam 05/04 16, Kel. Meruya Selatan, Kec. Kembangan, Kota Jakarta Barat;Sangat Ringan;Bali Tower;Jakwifi Apbd;1;-6.209155;106.733741;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Kembangan;Meruya Utara;4;Jl. Taman Meruya Ilir, RT.18/RW.4, Kelurahan Meruya Utara, Kecamatan Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620 Kantor Sekretariat RW. 04;Non Kumuh;Remala Abadi;Jakwifi Apbd;1;-6.19897;106.73839;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Kembangan;Meruya Utara;6;Jl. Meruya Ilir Raya No.133, RT.11/RW.6, Kelurahan Meruya Utara, Kecamatan Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620;Non Kumuh;Remala Abadi;Jakwifi Apbd;1;-6.19543;106.7488;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Kembangan;Srengseng;4;Jl. Taman jeruk utama rt001/04, RT.2/RW.4, Kelurahan Srengseng, Kecamatan Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630 Kantor Sekretariat RW. 04;Non Kumuh;Remala Abadi;Jakwifi Apbd;1;-6.20899;106.74714;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Kembangan;Srengseng;5;Jl. Lapangan Bola, RT.2/RW.5, Kelurahan Srengseng, Kecamatan Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630;Non Kumuh;Remala Abadi;Jakwifi Apbd;1;-6.20313;106.75898;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;5;Jl. Tomang Pulo Gg V RT 16 / RW 05 Disamping gapura Gg. V, Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Sedang;Bali Tower;Jakwifi Apbd;1;-6.178114;106.808382;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;5;Jl. Tomang Pulo RT 06 / 05 Sebelah sekretariat RW Siaga 05, Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Sedang;Bali Tower;Jakwifi Apbd;1;-6.177187;106.807728;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;5;Jl. Tomang Pulo Gg. Viii Rt 005 / RW 05 Didepan Gg.VIII, Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Sedang;Bali Tower;Jakwifi Apbd;1;-6.177001;106.807537;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;5;Jl. Timbul Ujung  RT 02 / RW 05 Samping gedung pertemuan, Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Sedang;Bali Tower;Jakwifi Apbd;1;-6.177582;106.806506;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;6;Jl Tomang Pulo Iv RT 006 / RW 06 Didepan rumah No. 23, Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Berat;Bali Tower;Jakwifi Apbd;1;-6.179076;106.807265;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;6;Jl Tomang Pulo Iv  RT 004 / RW 06 Di depan rumah No 25, Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Berat;Bali Tower;Jakwifi Apbd;1;-6.178807;106.808207;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;6;Jl. Tomang Pulo Gg. Iva RT 002 / RW 06 Didepan rumah No. 25, Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Berat;Bali Tower;Jakwifi Apbd;1;-6.17845;106.807708;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;7;Jl Semangka Ii Gg 59 RT 005 / 007 Depan rumah No. 1C / Depan rumah No. 17, Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Sedang;Bali Tower;Jakwifi Apbd;1;-6.179954;106.808735;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;7;Jl Semangka Ii Gg T RT 005 / RW 07 Depan kontrakan Pak Budhi, Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Sedang;Bali Tower;Jakwifi Apbd;1;-6.180146;106.808608;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;7;Jl Semangka Ii Gg T59 RT 005 / RW 07 Depan Gg T 59, Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Sedang;Bali Tower;Jakwifi Apbd;1;-6.180191;106.808247;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;7;Jl Semangka Ii No. 12 RT 013 / RW 07 Depan rumah ibu Tari , Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Sedang;Bali Tower;Jakwifi Apbd;1;-6.180238;106.807742;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;8;Jl Z Jatipulo  RT 004 / RW 08 Sebelah Gg Srikaya / Depan warkop Puro , Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Berat;Bali Tower;Jakwifi Apbd;1;-6.180795;106.80909;10-50 Mbps;online
202306;RW TERPADU;Jakarta Barat;Palmerah;Jatipulo;8;Jl Z Jatipulo RT 016 / RW 08 Depan masjid As Samiri / Depan rumah no. 13, Kel. Jatipulo, Kec. Palmerah, Kota Jakarta Barat;Berat;Bali Tower;Jakwifi Apbd;1;-6.181101;106.80923;10-50 Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Kebayoran Lama Utara;-;Jl. KH. Syafi’I Hadzami No.1 Kebayoran Baru, Jak-Sel 12130;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;12;-6.2458924;106.7883415;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Pondok Pinang;14;Palma Tower Floor 11 Jl. RA Kartini II S Kav 6 Sektor II, RT.6/RW.14, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.290310894675473;106.78272722148746;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Pondok Pinang;-;Jl. Anggrek II (taman);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.287985;106.778043;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Pondok Pinang;-;Jl. Nasional 12, Pondok Pinang;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.287985;106.778043;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Pondok Pinang;-;Jl. Ir. H. Juanda;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.289043;106.769812;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Pondok Pinang;-;Jl. Metro Pondok Indah Blok TB;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.270441;106.783239;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Pondok Pinang;-;Jl. Nasional 12 ( Central Busway Pondok Indah);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.26791;106.783635;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Pondok Pinang;-;Jl. Margaguna Raya (Samping Pos Perempatan Metro Pondok Indah);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.263291;106.783884;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Pondok Pinang;-;Jl. Nasional 12;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.283885;106.780051;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Pondok Pinang;-;Jl. Niaga Hijau Raya;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.284944;106.77521;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Pondok Pinang;-;Jl. H. Muhi V (taman);Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.26647446416506;106.771323328075;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Kebayoran Lama;Pondok Pinang;-;Jl. H.Muhi XIII;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.268909;106.76974;10-30- Mbps;online
202306;MOLECOOL;Jakarta Selatan;Mampang Prapatan;Bangka;-;Jl. Raya Kemang depan mamma rosy-desa bangka-kec.mampang prapatan-kota jakarta selatan-propinsi DKI Jakarta;Non Kumuh;Bali Tower;Part Of Jakwifi Molecool;2;-6.26354;106.81606;10-30- Mbps;online
